10,0,5.29e-07
20,0,0.00000089
30,0,7.588e-06
40,0,0.000009118
50,0,0.000017647
60,0,0.000041176
70,0,0.000094706
80,0,0.000188235
90,0,0.000411765
100,0,0.003235294
110,0,0.007058824
120,0,0.025882353
130,0,0.094705882
140,0,0.193529412
150,0,0.522352941
160,0,0.941176471
170,0,1
10,20,6.47e-06
20,20,0.000070588
30,20,0.000294118
40,20,0.004117647
50,20,0.052941176
60,20,0.411764706
70,20,0.870588235
80,20,1.0
